identifier,version,Node ID,Revision ID,Revision Count,humanCodingScheme,P1 Notation,P2 Notation,P3 Notation,P4 Notation,P5 Notation,P6 Notation,P7 Notation,P8 Notation,P9 Notation,P1 Label,P2 Label,P3 Label,P4 Label,P5 Label,P6 Label,P7 Label,P8 Label,P9 Label,Statement Type,Education Level,Code,Label,fullstatement,concept keywords,Narrative,Notes,Statement Origin,ACT Original,Citations Text,Item Codes,Aligned CCSS/NGSS,Statement Tags,Order,Item Taxonomy Codes,Reporting Categories,Statement Subtype,Progression Group Number,Progression Group Label,Progression Group Level,Begin Grade,Errors and Misconceptions Text,Progression Citations,Errors Citations,Evidence Narrative,Passage/Stimulus Characteristics,Task Content Characteristics,Response and Interaction Characteristics,Key Non-targeted Constructs,Allowed Additional Skill Targets,Construct-Relevant Vocabulary,Vocabulary to Avoid,Task Narrative,Depth of Knowledge,Item Type,Available Tools,Specific Accessibility Concerns,Task Model Variables,Passage/Stimulus Specification,Common Errors and Misconceptions,Stem Requirements,Key and Distractor Requirements,Technology-Enhanced Interation Guidelines,Task Model Notes,Example items (codes or filenames),Example items (HTML),Rubric and Scoring Rules,Item Authoring Tips,Common Item Authoring Problems
978010da-b5f2-4db1-a19f-a29b2a7257c7,2016-09-06 T12:54,76015,77188,1,H.A.MATH.NQ.D.PVD.L3.3,H,A,MATH,NQ,D,PVD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,"Level 3 - Represent decimals to thousandths with visual models, fractions, and decimal notation",,,MP,5;,,,Represent thousandths of a whole using a number line model,,,,,0,"Martinie & Bay-Williams, 2003",,5.NBT.A; 5.NBT.3,,3,,,Achievement KSAO,1,"Use models and fraction notation to denote decimal fraction tenths, hundredths, and thousandths",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a454286-e490-434e-a4e0-c4a35b43c4d4,2016-09-06 T12:54,76017,77190,1,H.A.MATH.NQ.D.PVD.L3.4,H,A,MATH,NQ,D,PVD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,"Level 3 - Represent decimals to thousandths with visual models, fractions, and decimal notation",,,MP,5;,,,Represent a number of thousandths using fraction notation,3 thousandths is written 3/1000,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3,,4,,,Achievement KSAO,1,"Use models and fraction notation to denote decimal fraction tenths, hundredths, and thousandths",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2bde9fb-fab5-4b88-ab58-cc1279638ec2,2016-09-06 T12:54,76019,77192,1,H.A.MATH.NQ.D.PVD.L3.5,H,A,MATH,NQ,D,PVD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,"Level 3 - Represent decimals to thousandths with visual models, fractions, and decimal notation",,,K,5;,,,Understand that the thousandths place is three places to the right of the decimal point,,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3,,5,,,Achievement KSAO,2,Write decimal fractions to the thousandths place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2abb3f38-321a-4cda-95c5-ec3683227eac,2016-09-06 T12:54,76021,77194,1,H.A.MATH.NQ.D.PVD.L3.6,H,A,MATH,NQ,D,PVD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,"Level 3 - Represent decimals to thousandths with visual models, fractions, and decimal notation",,,MP,5;,,,Represent fractions with denominators of 1000 using decimal notation,3/1000 changes to 0.003,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3,,6,,,Achievement KSAO,2,Write decimal fractions to the thousandths place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f580c22e-8e52-493a-a02d-f2cfb2929962,2016-09-06 T12:54,76023,77196,1,H.A.MATH.NQ.D.PVD.L4.1,H,A,MATH,NQ,D,PVD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 4 - Represent equivalent notations for decimals to hundredths,,,K,4;,,,Understand that ten tenths make one whole,,,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,1,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d91ef41e-402b-46cf-acc8-f85bdbb3752a,2016-09-06 T12:54,76025,77198,1,H.A.MATH.NQ.D.PVD.L4.2,H,A,MATH,NQ,D,PVD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 4 - Represent equivalent notations for decimals to hundredths,,,P,4;,,,Represent ones as a quantity of tenths,7 is the same as 7.0 or seventy tenths,,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,2,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122b9e0-79ca-4650-8af9-4c27d546dc04,2016-09-06 T12:54,76027,77200,1,H.A.MATH.NQ.D.PVD.L4.3,H,A,MATH,NQ,D,PVD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 4 - Represent equivalent notations for decimals to hundredths,,,K,4;,,,Understand that ten hundredths make one tenth,,,,,0,"Confrey et al., 2011",,"4.NF.C, 5.NBT.A; 4.NF.6, 5.NBT.1",,3,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55ba084d-4620-4658-ac70-16f9ee6be26a,2016-09-06 T12:54,76029,77202,1,H.A.MATH.NQ.D.PVD.L4.4,H,A,MATH,NQ,D,PVD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 4 - Represent equivalent notations for decimals to hundredths,,,P,4;,,,Represent tens of hundredths as a quantity of tenths,"0.70 is ""seventy hundredths"" and equivalent to 0.7 or seven tenths",,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,4,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927852e-6214-45c4-9aae-0cf8099a1086,2016-09-06 T12:54,76031,77204,1,H.A.MATH.NQ.D.PVD.L4.5,H,A,MATH,NQ,D,PVD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 4 - Represent equivalent notations for decimals to hundredths,,,MP,4;,,,Understand that placing additional zeros in empty place value positions at the end of a decimal number does not change its value,0.7 = 0.70 = 0.700 = 0.7000,,,,0,"Confrey et al., 2011",,"4.NF.C, 5.NBT.A; 4.NF.6, 5.NBT.1",,5,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167404a7-5db3-404a-954b-e24b1d61ab85,2016-09-06 T12:54,76033,77206,1,H.A.MATH.NQ.D.PVD.L5.1,H,A,MATH,NQ,D,PVD,L5,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 5 - Represent equivalent notations for decimals,,,K,5;,,,Understand that ten thousandths make one hundredth,,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.1,,1,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540a195c-56be-424a-8931-5d74b924dcb8,2016-09-06 T12:54,76035,77208,1,H.A.MATH.NQ.D.PVD.L5.2,H,A,MATH,NQ,D,PVD,L5,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 5 - Represent equivalent notations for decimals,,,P,5;,,,Represent hundredths of thousandths as a quantity of hundredths or tenths,"0.700 is ""seven hundred thousandths"" and equivalent to 0.70 or 0.7",,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.1,,2,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec7498e5-506b-44b3-83a6-c6720abe985f,2016-09-06 T12:54,76037,77210,1,H.A.MATH.NQ.D.PVD.L5.3,H,A,MATH,NQ,D,PVD,L5,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 5 - Represent equivalent notations for decimals,,,MP,4;,,,Identify equivalent decimal representations of the same decimal number,0.7 = 0.70 = 7/10 = 70/100,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.1,,3,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4438bf7-b3bd-4ed3-a2ec-f771a7ef87b4,2016-09-06 T12:54,76039,77212,1,H.A.MATH.NQ.D.PVD.L5.4,H,A,MATH,NQ,D,PVD,L5,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 5 - Represent equivalent notations for decimals,,,MP,4;,,,Generate equivalent decimal representations of the same decimal number,,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.1,,4,,,Achievement KSAO,3,Write equivalent decimal representations of the same decimal number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276ea320-b539-4525-9cad-97587f5796f2,2016-09-06 T12:54,76041,77214,1,H.A.MATH.NQ.D.PVD.L6.1,H,A,MATH,NQ,D,PVD,L6,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 6 - Multiply and divide numbers by powers of ten,,,K,5;,,,"Understand that in a decimal number, the value of one place value position is 10 times the value of the position to its right",,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.1,,1,,,Achievement KSAO,4,Multiply and divide numbers by powers of ten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641c7e3-ce6a-4499-8d89-611aa348aafa,2016-09-06 T12:54,76043,77216,1,H.A.MATH.NQ.D.PVD.L6.2,H,A,MATH,NQ,D,PVD,L6,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 6 - Multiply and divide numbers by powers of ten,,,K,5;,,,"Understand that in a decimal number, the value of one place value position is 1/10 the value of the position to its left",,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.1,,2,,,Achievement KSAO,4,Multiply and divide numbers by powers of ten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaa8a72-d1c7-4c60-b91b-b9c5a63dc3e4,2016-09-06 T12:54,76045,77218,1,H.A.MATH.NQ.D.PVD.L6.3,H,A,MATH,NQ,D,PVD,L6,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 6 - Multiply and divide numbers by powers of ten,,,MP,5;,,,Predict what will happen to a decimal number when multiplied by a power of 10,How will 56 change when multiplied by 100?,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.2,,3,,,Achievement KSAO,4,Multiply and divide numbers by powers of ten,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8d8111b-23f7-49e1-b8a1-2964cf6ec87d,2016-09-06 T12:54,76047,77220,1,H.A.MATH.NQ.D.PVD.L6.4,H,A,MATH,NQ,D,PVD,L6,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 6 - Multiply and divide numbers by powers of ten,,,MP,5;,,,Determine by what power of 10 a decimal number was multiplied to get a new value,0.056 was multiplied by a number and is now 5.6.  What number was 0.056 multiplied by?,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.2,,4,,,Achievement KSAO,4,Multiply and divide numbers by powers of ten,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0b51cd5-0f19-4228-8065-7b22f8a7597e,2016-09-06 T12:54,76049,77222,1,H.A.MATH.NQ.D.PVD.L6.5,H,A,MATH,NQ,D,PVD,L6,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 6 - Multiply and divide numbers by powers of ten,,,MP,5;,,,Predict what will happen to a decimal number when divided by a power of 10,"How will 56,000 change when divided by 10?",,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.2,,5,,,Achievement KSAO,4,Multiply and divide numbers by powers of ten,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802d7fa9-40cc-4c5c-912e-dd03f71412b1,2016-09-06 T12:54,76051,77224,1,H.A.MATH.NQ.D.PVD.L6.6,H,A,MATH,NQ,D,PVD,L6,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Place Value of Decimals,Level 6 - Multiply and divide numbers by powers of ten,,,MP,5;,,,Determine by what power of 10 a number was divided to get a new value,5600 was divided by a number and is now 56.  What number was 5600 divided by?,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.2,,6,,,Achievement KSAO,4,Multiply and divide numbers by powers of ten,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0efd02d2-a0bf-4e16-981b-4ccffb3bc0c1,2016-09-06 T12:54,75017,76190,1,H.A.MATH.NQ.D.NRD.L1,H,A,MATH,NQ,D,NRD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,,,,LC,,L1,Level 1,"Read and write decimals to the tenths in standard notation, number names, and expanded form",,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73998dc6-cac2-4643-8c6c-f614198b6639,2016-09-06 T12:54,75018,76191,1,H.A.MATH.NQ.D.NRD.L2,H,A,MATH,NQ,D,NRD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,,,,LC,,L2,Level 2,"Read and write decimals to the hundredths in standard notation, number names, and expanded form",,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debbb03f-1a28-4bbc-8d4b-9e3f4e0bb774,2016-09-06 T12:54,75019,76192,1,H.A.MATH.NQ.D.NRD.L3,H,A,MATH,NQ,D,NRD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,,,,LC,,L3,Level 3,"Read and write decimals to the thousandths in standard notation, number names, and expanded form",,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4dc3d83-7273-4380-88e8-0181e518777e,2016-09-06 T12:54,75020,76193,1,H.A.MATH.NQ.D.NRD.L4,H,A,MATH,NQ,D,NRD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,,,,LC,,L4,Level 4,"Read, write, and recompose decimals written in standard notation, number names, expanded form,  and exponential form",,,,,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b292cf-a1ad-41f9-bfe2-2deccdd8196d,2016-09-06 T12:54,76053,77226,1,H.A.MATH.NQ.D.NRD.L1.1,H,A,MATH,NQ,D,NRD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 1 - Read and write decimals to the tenths in standard notation, number names, and expanded form",,,P,4;,,,"Understand that the word ""and"" is used when reading decimal numbers to distinguish between the whole and fractional parts of the number",,,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,1,,,Achievement KSAO,1,Know and use language conventions to read decimal numbers to the thousandths,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890c7bdb-3315-41da-b25c-f641a1c51c1d,2016-09-06 T12:54,76055,77228,1,H.A.MATH.NQ.D.NRD.L1.2,H,A,MATH,NQ,D,NRD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 1 - Read and write decimals to the tenths in standard notation, number names, and expanded form",,,P,4;,,,Read and recite decimal place value names when reading decimal numbers,,,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,2,,,Achievement KSAO,1,Know and use language conventions to read decimal numbers to the thousandths,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cfe1b87-aae7-43dd-983e-40170ce2fea5,2016-09-06 T12:54,76057,77230,1,H.A.MATH.NQ.D.NRD.L1.3,H,A,MATH,NQ,D,NRD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 1 - Read and write decimals to the tenths in standard notation, number names, and expanded form",,,MP,4;,,,Read and recite decimal names to the tenths,"0.3 is read ""zero and three tenths""",,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,3,,,Achievement KSAO,1,Know and use language conventions to read decimal numbers to the thousandths,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b06af13b-46d4-4891-b05b-4cd5e07101bd,2016-09-06 T12:54,76059,77232,1,H.A.MATH.NQ.D.NRD.L1.4,H,A,MATH,NQ,D,NRD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 1 - Read and write decimals to the tenths in standard notation, number names, and expanded form",,,MP,4;,,,Write decimals to the tenths using base-ten numerals,,,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,4,,,Achievement KSAO,2,Write decimals to the thousandths using base-ten numerals,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef13b12d-22fd-4250-8d92-1bc445729c5f,2016-09-06 T12:54,76061,77234,1,H.A.MATH.NQ.D.NRD.L1.5,H,A,MATH,NQ,D,NRD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 1 - Read and write decimals to the tenths in standard notation, number names, and expanded form",,,P,5;,,,Write decimals to the tenths using number names,5.2 = five and two tenths,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,5,,,Achievement KSAO,3,Write decimals to the thousandths using number names,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e37b8052-249a-43b8-b3fb-07b9e65145f4,2016-09-06 T12:54,76063,77236,1,H.A.MATH.NQ.D.NRD.L1.6,H,A,MATH,NQ,D,NRD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 1 - Read and write decimals to the tenths in standard notation, number names, and expanded form",,,P,5;,,,Write decimals to the tenths using expanded form,5.2 = 5(1) + 2(1/10),,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,6,,,Achievement KSAO,4,Write and recompose decimals written in expanded form into standard decimal notation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e49ac0f6-b4a2-4b02-a39d-aa4e139fb5c7,2016-09-06 T12:54,76065,77238,1,H.A.MATH.NQ.D.NRD.L2.1,H,A,MATH,NQ,D,NRD,L2,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 2 - Read and write decimals to the hundredths in standard notation, number names, and expanded form",,,MP,4;,,,Read and recite decimal names to the hundredths,"7.49 is read ""seven and forty-nine hundredths""",,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,1,,,Achievement KSAO,1,Know and use language conventions to read decimal numbers to the thousandths,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88dc5f0b-f843-4f53-82fe-d341fbaaadce,2016-09-06 T12:54,76067,77240,1,H.A.MATH.NQ.D.NRD.L2.2,H,A,MATH,NQ,D,NRD,L2,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 2 - Read and write decimals to the hundredths in standard notation, number names, and expanded form",,,MP,4;,,,Write decimals to the hundredths using base-ten numerals,,,,,0,"Confrey et al., 2011",,4.NF.C; 4.NF.6,,2,,,Achievement KSAO,2,Write decimals to the thousandths using base-ten numerals,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9c1c656-9c84-4383-91e0-df64d6ee4298,2016-09-06 T12:54,76069,77242,1,H.A.MATH.NQ.D.NRD.L2.3,H,A,MATH,NQ,D,NRD,L2,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 2 - Read and write decimals to the hundredths in standard notation, number names, and expanded form",,,P,5;,,,Write decimals to the hundredths using number names,5.24 = five and twenty-four hundredths,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,3,,,Achievement KSAO,3,Write decimals to the thousandths using number names,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2361aad-8ae8-46c1-83d4-74f92ea8e8ea,2016-09-06 T12:54,76071,77244,1,H.A.MATH.NQ.D.NRD.L2.4,H,A,MATH,NQ,D,NRD,L2,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 2 - Read and write decimals to the hundredths in standard notation, number names, and expanded form",,,P,5;,,,Write decimals to the hundredths using expanded form,5.24 = 5(1) + 2(1/10) + 4(1/100),,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,4,,,Achievement KSAO,4,Write and recompose decimals written in expanded form into standard decimal notation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7c3c8b2-6b6c-4893-985e-6de06a0aca15,2016-09-06 T12:54,76073,77246,1,H.A.MATH.NQ.D.NRD.L3.1,H,A,MATH,NQ,D,NRD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 3 - Read and write decimals to the thousandths in standard notation, number names, and expanded form",,,MP,5;,,,Read and recite decimal names to the thousandths,"4.567 is read ""four and five hundred sixty-seven thousandths""",,,,0,"Confrey et al., 2011",,5.NBT.Aa; 5.NBT.3a,,1,,,Achievement KSAO,1,Know and use language conventions to read decimal numbers to the thousandths,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70f09c5e-5009-4d53-8465-509083f30c8e,2016-09-06 T12:54,76075,77248,1,H.A.MATH.NQ.D.NRD.L3.2,H,A,MATH,NQ,D,NRD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 3 - Read and write decimals to the thousandths in standard notation, number names, and expanded form",,,MP,5;,,,Write decimals to the thousandths using base-ten numerals,,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,2,,,Achievement KSAO,2,Write decimals to the thousandths using base-ten numerals,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86716cd7-050c-4f52-86dc-311ecbf43a9e,2016-09-06 T12:54,76077,77250,1,H.A.MATH.NQ.D.NRD.L3.3,H,A,MATH,NQ,D,NRD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 3 - Read and write decimals to the thousandths in standard notation, number names, and expanded form",,,P,5;,,,Write decimals to the thousandths using number names,5.248 = five and two hundred forty-eight thousandths,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,3,,,Achievement KSAO,3,Write decimals to the thousandths using number names,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ef58ac5-aff0-4a1e-8899-a73138c63c8a,2016-09-06 T12:54,76079,77252,1,H.A.MATH.NQ.D.NRD.L3.4,H,A,MATH,NQ,D,NRD,L3,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 3 - Read and write decimals to the thousandths in standard notation, number names, and expanded form",,,P,5;,,,Write decimals to the thousandths using expanded form,5.248 = 5(1) + 2(1/10) + 4(1/100) + 8(1/1000),,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,4,,,Achievement KSAO,4,Write and recompose decimals written in expanded form into standard decimal notation,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e56fe14-2af0-4c4e-a317-df44eaae4c87,2016-09-06 T12:54,76081,77254,1,H.A.MATH.NQ.D.NRD.L4.1,H,A,MATH,NQ,D,NRD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 4 - Read, write, and recompose decimals written in standard notation, number names, expanded form,  and exponential form",,,MP,5;,,,Convert decimals written in expanded form to standard decimal notation,5(1) + 2(1/10) + 4(1/100) + 8(1/1000) = 5.248,,,,0,"Confrey et al., 2011",,5.NBT.A; 5.NBT.3a,,1,,,Achievement KSAO,4,Write and recompose decimals written in expanded form into standard decimal notation,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558f8eb-3278-4d1f-aa1a-fa76756aea76,2016-09-06 T12:54,76083,77256,1,H.A.MATH.NQ.D.NRD.L4.2,H,A,MATH,NQ,D,NRD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 4 - Read, write, and recompose decimals written in standard notation, number names, expanded form,  and exponential form",,,P,,,,"Write decimals using expanded, exponential form",7.39 = (7*10^0) + (3*10^-1) + (9*10^-2),,,,0,,,,,2,,,Achievement KSAO,5,"Write and recompose decimals written in expanded, exponential form into standard decimal notation",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0909643a-e173-4e5b-bdf9-548a2a544677,2016-09-06 T12:54,76085,77258,1,H.A.MATH.NQ.D.NRD.L4.3,H,A,MATH,NQ,D,NRD,L4,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Name and Record Decimals,"Level 4 - Read, write, and recompose decimals written in standard notation, number names, expanded form,  and exponential form",,,P,,,,"Convert decimals written in expanded, exponential form to standard decimal notation",(7*10^0) + (3*10^-1) + (9*10^-2)=7.39,,,,0,"Confrey et al., 2011",,,,3,,,Achievement KSAO,5,"Write and recompose decimals written in expanded, exponential form into standard decimal notation",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719854d-eec8-44f2-950c-63b39f4288b9,2016-09-06 T12:54,75022,76195,1,H.A.MATH.NQ.D.COD.L1,H,A,MATH,NQ,D,COD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Compare and Order Decimals,,,,LC,,L1,Level 1,"Compare, order, and locate on a number line decimals to the tenths",,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5773bf1e-1bc8-4db9-a7fc-3c08ae0047d8,2016-09-06 T12:54,75023,76196,1,H.A.MATH.NQ.D.COD.L2,H,A,MATH,NQ,D,COD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Compare and Order Decimals,,,,LC,,L2,Level 2,"Compare, order, and locate on a number line decimals to the hundredths",,,,,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583fd241-f599-4436-8610-243cd88a72a8,2016-09-06 T12:54,75024,76197,1,H.A.MATH.NQ.D.COD.L3,H,A,MATH,NQ,D,COD,,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Compare and Order Decimals,,,,LC,,L3,Level 3,"Compare, order, and locate on a number line decimals to the thousandths",,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600df151-b89e-4906-b29e-b9288b8c4b69,2016-09-06 T12:54,76087,77260,1,H.A.MATH.NQ.D.COD.L1.1,H,A,MATH,NQ,D,COD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Compare and Order Decimals,"Level 1 - Compare, order, and locate on a number line decimals to the tenths",,,P,4;,,,Identify the whole numbers between which a decimal number exists,4.69 falls between 4 and 5,,,,0,,,4.NF.C; 4.NF.6,,1,,,Achievement KSAO,1,Locate decimal numbers on the number line,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26f99fbd-4b2a-43d4-a5f9-566043f7f03b,2016-09-06 T12:54,76089,77262,1,H.A.MATH.NQ.D.COD.L1.2,H,A,MATH,NQ,D,COD,L1,,,Holistic Framework,Core Academics,Math,Number and Quantity,Decimals,Compare and Order Decimals,"Level 1 - Compare, order, and locate on a number line decimals to the tenths",,,P,4;,,,Locate decimal numbers in tenths on the number line,,,,,0,,,4.NF.C; 4.NF.6,,2,,,Achievement KSAO,1,Locate decimal numbers on the number line,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
